Car_Name,Year of buying,owner,seats,engine,max_power,torque,mileage(kmph),fuel type,fuel_unitPrice,pickup location,drop location,travelling distance(km),total_litres,fuel price,owner_name,car_number,price
Car_41,2016,Third Owner,7,1200 CC,116 bhp,150 Nm,17,CNG,98,Howrah,Park Street,292,5,1106,Owner_41,WB0041,1655.0
Car_42,2018,Second Owner,5,2000 CC,121 bhp,150 Nm,19,Petrol,109,Behala,Behala,212,11,1250,Owner_42,WB0042,1250.0
Car_43,2021,Third Owner,4,1500 CC,123 bhp,150 Nm,19,Diesel,90,Howrah,Park Street,282,19,874,Owner_43,WB0043,1608.0
Car_44,2022,Third Owner,5,2000 CC,129 bhp,150 Nm,18,CNG,104,Dumdum,Dumdum,253,10,1054,Owner_44,WB0044,1469.5
Car_45,2017,Third Owner,7,1800 CC,126 bhp,150 Nm,17,Diesel,95,Howrah,Salt Lake,56,14,794,Owner_45,WB0045,503.0
Car_46,2015,First Owner,5,1800 CC,116 bhp,150 Nm,13,Diesel,108,Behala,Park Street,258,8,510,Owner_46,WB0046,1426.0
Car_47,2018,First Owner,4,2000 CC,100 bhp,150 Nm,18,Petrol,107,Behala,Behala,88,10,489,Owner_47,WB0047,690.0
Car_48,2016,Second Owner,7,1500 CC,115 bhp,150 Nm,22,Diesel,95,Behala,Dumdum,119,10,1162,Owner_48,WB0048,784.5
Car_49,2022,Second Owner,5,1500 CC,95 bhp,150 Nm,23,Petrol,102,Behala,Howrah,22,17,531,Owner_49,WB0049,207.0
Car_50,2018,First Owner,4,1200 CC,74 bhp,150 Nm,16,Diesel,90,Salt Lake,Dumdum,99,8,1436,Owner_50,WB0050,835.5
Car_51,2016,Second Owner,7,1800 CC,121 bhp,150 Nm,17,CNG,102,Howrah,Salt Lake,289,18,856,Owner_51,WB0051,1650.5
Car_52,2020,First Owner,4,1200 CC,144 bhp,150 Nm,21,Diesel,96,Park Street,Dumdum,230,17,497,Owner_52,WB0052,1355.0
Car_53,2020,Third Owner,7,1200 CC,123 bhp,150 Nm,19,CNG,104,Howrah,Howrah,82,10,692,Owner_53,WB0053,704.0
Car_54,2018,Second Owner,5,2000 CC,102 bhp,150 Nm,19,CNG,101,Salt Lake,Behala,243,14,1424,Owner_54,WB0054,1368.5
Car_55,2020,Second Owner,4,2000 CC,119 bhp,150 Nm,14,Diesel,90,Behala,Park Street,269,15,971,Owner_55,WB0055,1504.5
Car_56,2016,First Owner,7,1200 CC,107 bhp,150 Nm,23,CNG,104,Salt Lake,Salt Lake,122,12,649,Owner_56,WB0056,882.0
Car_57,2016,Second Owner,4,1800 CC,96 bhp,150 Nm,23,Diesel,93,Dumdum,Howrah,55,17,1051,Owner_57,WB0057,511.5
Car_58,2018,Second Owner,4,2000 CC,84 bhp,150 Nm,18,Diesel,102,Dumdum,Salt Lake,283,7,548,Owner_58,WB0058,1595.5
Car_59,2022,Third Owner,5,1200 CC,130 bhp,150 Nm,12,CNG,94,Howrah,Dumdum,52,8,443,Owner_59,WB0059,454.0
Car_60,2021,Second Owner,4,1200 CC,90 bhp,150 Nm,12,CNG,91,Howrah,Salt Lake,217,14,1467,Owner_60,WB0060,1251.5
Car_61,2023,Third Owner,7,1200 CC,115 bhp,150 Nm,18,Petrol,90,Park Street,Howrah,112,17,561,Owner_61,WB0061,742.0
Car_62,2022,First Owner,7,1200 CC,138 bhp,150 Nm,21,CNG,105,Park Street,Park Street,133,16,652,Owner_62,WB0062,864.5
Car_63,2019,Second Owner,7,1200 CC,75 bhp,150 Nm,20,Petrol,95,Dumdum,Park Street,19,18,531,Owner_63,WB0063,171.5
Car_64,2016,Third Owner,7,1200 CC,107 bhp,150 Nm,18,CNG,105,Behala,Salt Lake,196,19,873,Owner_64,WB0064,1132.0
Car_65,2019,First Owner,5,2000 CC,131 bhp,150 Nm,21,Diesel,103,Salt Lake,Behala,40,5,1105,Owner_65,WB0065,341.0
Car_66,2022,Second Owner,4,1800 CC,131 bhp,150 Nm,16,CNG,92,Park Street,Salt Lake,165,8,1458,Owner_66,WB0066,971.5
Car_67,2023,First Owner,5,1200 CC,147 bhp,150 Nm,19,Diesel,104,Park Street,Dumdum,69,15,674,Owner_67,WB0067,611.5
Car_68,2023,Second Owner,4,1500 CC,143 bhp,150 Nm,13,Diesel,92,Behala,Park Street,258,14,586,Owner_68,WB0068,1462.0
Car_69,2015,First Owner,4,2000 CC,115 bhp,150 Nm,20,Diesel,91,Behala,Park Street,279,14,1348,Owner_69,WB0069,1549.5
Car_70,2023,First Owner,4,2000 CC,82 bhp,150 Nm,17,Petrol,90,Howrah,Park Street,226,16,642,Owner_70,WB0070,1264.0
Car_71,2021,Third Owner,5,1200 CC,72 bhp,150 Nm,24,CNG,98,Salt Lake,Behala,11,18,663,Owner_71,WB0071,110.5
Car_72,2023,First Owner,4,2000 CC,75 bhp,150 Nm,20,Diesel,98,Behala,Behala,33,13,921,Owner_72,WB0072,326.5
Car_73,2022,Second Owner,5,1200 CC,77 bhp,150 Nm,13,Diesel,96,Park Street,Howrah,215,12,1362,Owner_73,WB0073,1262.5
Car_74,2015,Second Owner,7,1800 CC,113 bhp,150 Nm,14,Petrol,92,Park Street,Salt Lake,208,15,1182,Owner_74,WB0074,1173.0
Car_75,2022,Third Owner,7,1800 CC,102 bhp,150 Nm,23,CNG,107,Dumdum,Salt Lake,123,8,934,Owner_75,WB0075,808.5
Car_76,2022,Second Owner,4,2000 CC,144 bhp,150 Nm,19,CNG,100,Behala,Dumdum,289,16,609,Owner_76,WB0076,1687.5
Car_77,2017,Second Owner,5,2000 CC,146 bhp,150 Nm,12,Petrol,96,Howrah,Park Street,164,11,445,Owner_77,WB0077,959.0
Car_78,2015,Second Owner,7,1500 CC,119 bhp,150 Nm,21,Petrol,98,Salt Lake,Behala,174,14,425,Owner_78,WB0078,1018.0
Car_79,2022,First Owner,5,2000 CC,80 bhp,150 Nm,18,CNG,90,Howrah,Dumdum,231,7,574,Owner_79,WB0079,1354.5
Car_80,2017,First Owner,5,1500 CC,97 bhp,150 Nm,18,Petrol,103,Park Street,Dumdum,100,13,721,Owner_80,WB0080,829.0
Car_81,2017,Second Owner,4,1800 CC,139 bhp,150 Nm,24,CNG,109,Howrah,Behala,176,14,454,Owner_81,WB0081,973.0
Car_82,2015,Third Owner,7,1800 CC,110 bhp,150 Nm,12,CNG,95,Park Street,Salt Lake,216,8,1067,Owner_82,WB0082,1254.0
Car_83,2019,First Owner,4,1200 CC,85 bhp,150 Nm,20,Diesel,96,Park Street,Park Street,291,6,546,Owner_83,WB0083,1640.5
Car_84,2021,Third Owner,4,1800 CC,137 bhp,150 Nm,19,Diesel,99,Park Street,Salt Lake,74,14,998,Owner_84,WB0084,597.0
Car_85,2023,Second Owner,7,1500 CC,117 bhp,150 Nm,15,CNG,96,Park Street,Dumdum,13,9,419,Owner_85,WB0085,194.5
Car_86,2021,Second Owner,7,2000 CC,125 bhp,150 Nm,21,CNG,91,Park Street,Park Street,166,6,732,Owner_86,WB0086,989.0
Car_87,2023,First Owner,5,1200 CC,133 bhp,150 Nm,22,CNG,93,Dumdum,Howrah,258,18,1306,Owner_87,WB0087,1436.0
Car_88,2022,Second Owner,7,1500 CC,128 bhp,150 Nm,16,CNG,106,Howrah,Dumdum,266,14,1343,Owner_88,WB0088,1520.0
Car_89,2016,First Owner,5,2000 CC,131 bhp,150 Nm,13,CNG,90,Dumdum,Salt Lake,244,10,1310,Owner_89,WB0089,1401.0
Car_90,2015,Second Owner,5,1200 CC,145 bhp,150 Nm,24,CNG,99,Dumdum,Salt Lake,83,15,800,Owner_90,WB0090,709.5
Car_91,2021,Second Owner,5,1800 CC,80 bhp,150 Nm,20,Petrol,108,Behala,Salt Lake,196,14,1349,Owner_91,WB0091,1104.0
Car_92,2021,First Owner,7,1500 CC,87 bhp,150 Nm,23,CNG,104,Behala,Behala,71,5,427,Owner_92,WB0092,599.5
Car_93,2022,First Owner,4,2000 CC,88 bhp,150 Nm,23,Petrol,99,Behala,Dumdum,173,18,866,Owner_93,WB0093,972.5
Car_94,2019,First Owner,5,1200 CC,124 bhp,150 Nm,17,Petrol,108,Salt Lake,Park Street,65,10,1381,Owner_94,WB0094,510.5
Car_95,2017,Second Owner,4,1200 CC,95 bhp,150 Nm,14,CNG,101,Behala,Salt Lake,120,8,500,Owner_95,WB0095,819.0
Car_96,2022,Second Owner,4,1800 CC,75 bhp,150 Nm,23,CNG,105,Howrah,Salt Lake,227,7,950,Owner_96,WB0096,1321.5
Car_97,2020,Third Owner,7,2000 CC,73 bhp,150 Nm,18,Petrol,98,Dumdum,Behala,249,6,1201,Owner_97,WB0097,1434.5
Car_98,2017,First Owner,4,1800 CC,98 bhp,150 Nm,20,Petrol,104,Howrah,Park Street,30,11,752,Owner_98,WB0098,294.0
Car_99,2015,Second Owner,4,1800 CC,128 bhp,150 Nm,14,CNG,106,Behala,Dumdum,150,13,695,Owner_99,WB0099,980.0
Car_100,2017,Second Owner,7,2000 CC,86 bhp,150 Nm,13,CNG,103,Salt Lake,Howrah,274,16,752,Owner_100,WB0100,1524.0
Car_101,2019,First Owner,5,2000 CC,112 bhp,150 Nm,18,Petrol,107,Salt Lake,Behala,148,7,1307,Owner_101,WB0101,1042.0
Car_102,2017,Third Owner,4,2000 CC,149 bhp,150 Nm,18,Petrol,91,Dumdum,Dumdum,79,10,1418,Owner_102,WB0102,678.5
Car_103,2015,First Owner,7,1500 CC,135 bhp,150 Nm,15,Petrol,93,Howrah,Howrah,127,13,1497,Owner_103,WB0103,854.5
Car_104,2019,Third Owner,4,2000 CC,103 bhp,150 Nm,22,Diesel,107,Park Street,Salt Lake,207,6,854,Owner_104,WB0104,1158.5
Car_105,2021,Second Owner,4,1200 CC,77 bhp,150 Nm,20,Petrol,96,Howrah,Salt Lake,214,11,1111,Owner_105,WB0105,1238.0
Car_106,2021,Third Owner,5,1800 CC,82 bhp,150 Nm,19,Diesel,102,Behala,Park Street,223,9,1379,Owner_106,WB0106,1235.5
Car_107,2023,Second Owner,4,1500 CC,77 bhp,150 Nm,24,CNG,104,Park Street,Howrah,65,9,1138,Owner_107,WB0107,499.5
Car_108,2017,First Owner,7,2000 CC,134 bhp,150 Nm,24,CNG,90,Salt Lake,Salt Lake,296,15,1376,Owner_108,WB0108,1703.0
Car_109,2021,First Owner,4,1500 CC,112 bhp,150 Nm,12,Petrol,100,Dumdum,Salt Lake,184,11,632,Owner_109,WB0109,1020.0
Car_110,2015,First Owner,5,2000 CC,108 bhp,150 Nm,12,CNG,99,Dumdum,Park Street,137,13,1423,Owner_110,WB0110,957.5
Car_111,2018,Third Owner,5,1500 CC,128 bhp,150 Nm,16,CNG,94,Salt Lake,Dumdum,297,8,501,Owner_111,WB0111,1671.5
Car_112,2018,Second Owner,7,1800 CC,113 bhp,150 Nm,17,CNG,105,Behala,Salt Lake,235,13,1352,Owner_112,WB0112,1315.5
Car_113,2019,First Owner,5,1800 CC,78 bhp,150 Nm,14,CNG,100,Salt Lake,Behala,73,19,880,Owner_113,WB0113,580.5
Car_114,2021,First Owner,4,1200 CC,106 bhp,150 Nm,24,Diesel,95,Behala,Behala,57,18,507,Owner_114,WB0114,487.5
Car_115,2021,Second Owner,5,1200 CC,143 bhp,150 Nm,20,Diesel,98,Park Street,Dumdum,211,17,1372,Owner_115,WB0115,1200.5
Car_116,2018,First Owner,7,2000 CC,105 bhp,150 Nm,23,Petrol,102,Salt Lake,Howrah,69,15,1103,Owner_116,WB0116,521.5
Car_117,2021,Second Owner,5,1800 CC,97 bhp,150 Nm,21,Petrol,97,Behala,Park Street,266,14,734,Owner_117,WB0117,1541.0
Car_118,2017,Second Owner,5,1500 CC,111 bhp,150 Nm,17,Petrol,103,Park Street,Behala,74,13,485,Owner_118,WB0118,604.0
Car_119,2020,Second Owner,5,1500 CC,112 bhp,150 Nm,15,CNG,90,Salt Lake,Behala,248,17,1133,Owner_119,WB0119,1367.0
Car_120,2016,Second Owner,7,1500 CC,111 bhp,150 Nm,23,CNG,106,Dumdum,Dumdum,298,8,1274,Owner_120,WB0120,1689.0
Car_121,2023,Second Owner,5,1200 CC,135 bhp,150 Nm,18,Diesel,94,Salt Lake,Howrah,47,7,763,Owner_121,WB0121,450.5
Car_122,2019,Third Owner,5,1500 CC,124 bhp,150 Nm,19,Diesel,91,Howrah,Howrah,34,6,459,Owner_122,WB0122,327.0
Car_123,2020,First Owner,4,1200 CC,141 bhp,150 Nm,20,Petrol,98,Salt Lake,Dumdum,68,13,959,Owner_123,WB0123,517.0
Car_124,2018,Third Owner,7,1200 CC,117 bhp,150 Nm,24,Diesel,93,Howrah,Behala,167,16,516,Owner_124,WB0124,962.5
Car_125,2021,First Owner,5,2000 CC,91 bhp,150 Nm,22,Diesel,106,Park Street,Park Street,66,6,1273,Owner_125,WB0125,582.0
Car_126,2023,Third Owner,7,1500 CC,96 bhp,150 Nm,17,Diesel,106,Salt Lake,Behala,57,10,1314,Owner_126,WB0126,454.5
Car_127,2021,Second Owner,5,1500 CC,136 bhp,150 Nm,17,Diesel,107,Park Street,Howrah,65,9,1367,Owner_127,WB0127,513.5
Car_128,2015,First Owner,5,1800 CC,82 bhp,150 Nm,19,Diesel,105,Park Street,Behala,74,18,1398,Owner_128,WB0128,619.0
Car_129,2015,First Owner,5,2000 CC,114 bhp,150 Nm,23,Petrol,97,Behala,Park Street,277,9,443,Owner_129,WB0129,1556.5
Car_130,2023,Third Owner,4,1800 CC,79 bhp,150 Nm,16,Petrol,100,Park Street,Salt Lake,78,8,908,Owner_130,WB0130,665.0
Car_131,2023,Third Owner,4,2000 CC,78 bhp,150 Nm,14,Diesel,107,Park Street,Behala,225,10,1248,Owner_131,WB0131,1298.5
Car_132,2018,First Owner,4,1500 CC,123 bhp,150 Nm,23,Petrol,99,Salt Lake,Dumdum,98,9,1316,Owner_132,WB0132,796.0
Car_133,2023,Third Owner,7,1200 CC,96 bhp,150 Nm,14,CNG,102,Salt Lake,Salt Lake,290,15,1297,Owner_133,WB0133,1632.0
Car_134,2017,Third Owner,7,1200 CC,103 bhp,150 Nm,24,Diesel,106,Dumdum,Dumdum,266,8,1198,Owner_134,WB0134,1488.0
Car_135,2021,Third Owner,4,1200 CC,70 bhp,150 Nm,17,CNG,107,Behala,Dumdum,169,17,1275,Owner_135,WB0135,952.5
Car_136,2020,Second Owner,7,1200 CC,101 bhp,150 Nm,13,Petrol,99,Park Street,Dumdum,243,13,685,Owner_136,WB0136,1374.5
Car_137,2022,Second Owner,5,1200 CC,140 bhp,150 Nm,17,Petrol,105,Behala,Behala,140,17,1083,Owner_137,WB0137,930.0
Car_138,2023,Third Owner,5,1800 CC,136 bhp,150 Nm,24,CNG,109,Howrah,Howrah,58,10,1218,Owner_138,WB0138,528.0
Car_139,2019,Third Owner,5,2000 CC,89 bhp,150 Nm,17,Petrol,94,Park Street,Salt Lake,156,15,520,Owner_139,WB0139,904.0
Car_140,2015,Second Owner,4,1500 CC,104 bhp,150 Nm,19,Diesel,102,Behala,Park Street,11,14,1344,Owner_140,WB0140,140.5
Car_141,2017,Second Owner,7,1800 CC,147 bhp,150 Nm,18,CNG,107,Dumdum,Howrah,154,14,1417,Owner_141,WB0141,859.0
Car_142,2022,First Owner,4,2000 CC,86 bhp,150 Nm,19,Diesel,106,Dumdum,Behala,70,17,1306,Owner_142,WB0142,527.0
Car_143,2020,First Owner,7,1200 CC,87 bhp,150 Nm,20,CNG,98,Park Street,Dumdum,282,14,412,Owner_143,WB0143,1582.0
Car_144,2022,Second Owner,5,2000 CC,114 bhp,150 Nm,17,Petrol,103,Howrah,Park Street,58,17,1002,Owner_144,WB0144,469.0
Car_145,2023,Third Owner,4,2000 CC,122 bhp,150 Nm,14,CNG,106,Dumdum,Salt Lake,140,7,599,Owner_145,WB0145,928.0
Car_146,2018,Third Owner,7,1200 CC,137 bhp,150 Nm,21,CNG,93,Dumdum,Howrah,52,14,985,Owner_146,WB0146,403.0
Car_147,2015,Third Owner,7,1200 CC,134 bhp,150 Nm,14,Diesel,107,Howrah,Howrah,66,10,847,Owner_147,WB0147,542.0
Car_148,2015,Third Owner,5,1200 CC,70 bhp,150 Nm,22,Petrol,109,Behala,Park Street,59,18,1240,Owner_148,WB0148,527.5
Car_149,2018,First Owner,4,1500 CC,127 bhp,150 Nm,23,Diesel,104,Dumdum,Behala,187,5,1494,Owner_149,WB0149,1108.5
Car_150,2021,Second Owner,4,1200 CC,95 bhp,150 Nm,12,Petrol,100,Salt Lake,Salt Lake,55,9,989,Owner_150,WB0150,479.5
Car_151,2016,Third Owner,4,1500 CC,89 bhp,150 Nm,22,Diesel,101,Dumdum,Park Street,179,14,1288,Owner_151,WB0151,1028.5
Car_152,2017,First Owner,5,1200 CC,79 bhp,150 Nm,24,CNG,98,Behala,Dumdum,280,10,442,Owner_152,WB0152,1558.0
Car_153,2015,Third Owner,4,1500 CC,128 bhp,150 Nm,16,Diesel,102,Behala,Salt Lake,148,19,919,Owner_153,WB0153,1025.0
Car_154,2019,Second Owner,5,2000 CC,144 bhp,150 Nm,15,Petrol,104,Park Street,Howrah,256,15,1436,Owner_154,WB0154,1473.0
Car_155,2015,First Owner,5,1800 CC,110 bhp,150 Nm,20,Petrol,104,Salt Lake,Park Street,157,12,1124,Owner_155,WB0155,941.5
Car_156,2022,Second Owner,5,2000 CC,74 bhp,150 Nm,20,CNG,94,Behala,Howrah,239,15,1022,Owner_156,WB0156,1379.5
Car_157,2015,Second Owner,7,2000 CC,134 bhp,150 Nm,16,Petrol,108,Howrah,Howrah,289,19,1387,Owner_157,WB0157,1663.5
Car_158,2015,First Owner,4,1200 CC,86 bhp,150 Nm,21,Diesel,109,Salt Lake,Howrah,134,19,1202,Owner_158,WB0158,915.0
Car_159,2016,First Owner,4,1500 CC,91 bhp,150 Nm,15,CNG,103,Salt Lake,Behala,201,13,934,Owner_159,WB0159,1191.5
Car_160,2016,First Owner,5,1800 CC,110 bhp,150 Nm,18,Petrol,106,Howrah,Howrah,89,15,701,Owner_160,WB0160,740.5
Car_161,2020,First Owner,5,1200 CC,137 bhp,150 Nm,17,Petrol,107,Dumdum,Dumdum,103,7,926,Owner_161,WB0161,735.5
Car_162,2021,First Owner,4,1200 CC,138 bhp,150 Nm,15,Diesel,92,Howrah,Dumdum,235,6,859,Owner_162,WB0162,1360.5
Car_163,2019,First Owner,5,1200 CC,80 bhp,150 Nm,24,Diesel,91,Howrah,Salt Lake,74,17,1231,Owner_163,WB0163,557.0
Car_164,2015,First Owner,4,2000 CC,125 bhp,150 Nm,24,CNG,90,Dumdum,Howrah,97,8,904,Owner_164,WB0164,764.5
Car_165,2015,Third Owner,7,1500 CC,120 bhp,150 Nm,21,Petrol,99,Dumdum,Howrah,97,12,1331,Owner_165,WB0165,803.5
Car_166,2017,Second Owner,5,1500 CC,90 bhp,150 Nm,13,Diesel,108,Dumdum,Park Street,210,15,724,Owner_166,WB0166,1196.0
Car_167,2016,First Owner,4,1800 CC,145 bhp,150 Nm,12,CNG,106,Dumdum,Behala,223,12,978,Owner_167,WB0167,1308.5
Car_168,2019,Third Owner,5,1500 CC,95 bhp,150 Nm,15,Petrol,101,Dumdum,Salt Lake,213,7,1160,Owner_168,WB0168,1210.5
Car_169,2020,Third Owner,4,1500 CC,88 bhp,150 Nm,15,Petrol,90,Howrah,Howrah,98,8,1250,Owner_169,WB0169,784.0
Car_170,2021,Third Owner,4,1200 CC,129 bhp,150 Nm,24,CNG,101,Park Street,Park Street,70,7,1359,Owner_170,WB0170,559.0
Car_171,2018,Second Owner,5,1200 CC,140 bhp,150 Nm,12,CNG,106,Park Street,Behala,280,14,901,Owner_171,WB0171,1563.0
Car_172,2021,First Owner,7,2000 CC,116 bhp,150 Nm,17,Diesel,92,Behala,Salt Lake,103,6,733,Owner_172,WB0172,756.5
Car_173,2022,Third Owner,4,1200 CC,140 bhp,150 Nm,15,Petrol,100,Park Street,Salt Lake,36,8,683,Owner_173,WB0173,322.0
Car_174,2015,Second Owner,4,1200 CC,95 bhp,150 Nm,12,Petrol,106,Park Street,Howrah,223,10,874,Owner_174,WB0174,1265.5
Car_175,2020,Second Owner,4,1200 CC,109 bhp,150 Nm,12,Petrol,92,Howrah,Salt Lake,83,15,1477,Owner_175,WB0175,695.5
Car_176,2022,Second Owner,7,1200 CC,74 bhp,150 Nm,24,CNG,97,Dumdum,Park Street,70,18,1031,Owner_176,WB0176,590.0
Car_177,2019,Third Owner,7,2000 CC,90 bhp,150 Nm,12,Diesel,109,Dumdum,Salt Lake,195,15,1102,Owner_177,WB0177,1115.5
Car_178,2018,First Owner,5,1200 CC,147 bhp,150 Nm,19,Petrol,93,Howrah,Dumdum,40,9,808,Owner_178,WB0178,362.0
Car_179,2016,Third Owner,7,1800 CC,73 bhp,150 Nm,21,CNG,96,Park Street,Park Street,228,7,1381,Owner_179,WB0179,1259.0
Car_180,2020,Third Owner,5,1800 CC,92 bhp,150 Nm,19,Petrol,103,Howrah,Behala,21,6,958,Owner_180,WB0180,243.5
Car_181,2020,First Owner,5,1800 CC,84 bhp,150 Nm,13,Diesel,103,Behala,Behala,41,13,621,Owner_181,WB0181,368.5
Car_182,2015,First Owner,7,1800 CC,77 bhp,150 Nm,22,Petrol,93,Dumdum,Howrah,169,19,557,Owner_182,WB0182,963.5
Car_183,2023,First Owner,5,1200 CC,110 bhp,150 Nm,24,Diesel,105,Salt Lake,Howrah,246,5,747,Owner_183,WB0183,1381.0
